dataset,model,runtime,ari,purity,dbi,f_measure,n_clusters,fuzzyness,max_iterations,tolerance,random_state,strictness,min_obs,max_depth,metric,algorithm,n_neighbors,affinity,eigen_solver,assign_labels
mushroom,fuzzy_cmeans,0.2189047336578369,0.29895758719699767,0.5155096011816839,2.3410891979519834,0.25096620755849963,5,2,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.275094985961914,0.315932554088524,0.4534711964549483,2.0069023363415135,0.24812288046980696,5,3.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3514587879180908,0.3224520215627621,0.4588872476612506,1.969057605209781,0.24918897176278842,5,3,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.233299970626831,0.29328074821391015,0.44756277695716395,2.2527890160767203,0.24280692249771527,5,4.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3015222549438476,0.31461158343855977,0.45224027572624326,2.0106245467949826,0.24770143543637424,5,4,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2343428134918213,0.3255874414686094,0.4519940915805022,1.98563306591705,0.2476129411633215,5,5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2302417755126953,0.2751496425158226,0.43377646479566717,2.046748359269808,0.19807159890143192,6,1.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.1812610626220703,0.2450766295039151,0.3865091088133924,1.9947041664570113,0.18392169071448902,6,2.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2611157894134521,0.24317510660512495,0.3870014771048744,2.1591345384721676,0.18381870474199746,6,2,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3889398574829101,0.27978997906583697,0.43919251600196946,2.220265199987363,0.20296566713207084,6,3.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3262410163879394,0.3103253490175086,0.4401772525849335,2.290220513045789,0.20327118529985866,6,3,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2842438220977783,0.3042382816364219,0.4401772525849335,2.254879214641454,0.20327118529985866,6,4.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3574028015136719,0.30297194431164987,0.4551944854751354,2.0753730126341456,0.20751873238615104,6,4,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3719003200531006,0.2690144579979552,0.41654357459379615,2.054583120093222,0.19393424722260635,6,5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2344231605529785,0.2818567784188433,0.40078778926637126,2.0279578195868413,0.16357458306716394,7,1.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2359156608581543,0.21779544916556873,0.3584441161989168,1.9956659271477961,0.1500154495559494,7,2.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.1961390972137451,0.24337649052666718,0.379369768586903,2.30406924235247,0.1547788670515116,7,2,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2361469268798828,0.2056225128299794,0.3394879369768587,2.1529353977559533,0.143505697952099,7,3.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3354690074920654,0.26505187805457814,0.3810930576070901,2.247573442967123,0.15752203718642527,7,3,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2878899574279785,0.30020265024825754,0.43943870014771047,2.010693509825406,0.17403610461305638,7,4.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2666120529174804,0.26481895526992694,0.3842934515017233,2.294744996184548,0.15852228215108627,7,4,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2131450176239013,0.20030083658234923,0.33899556868537667,2.0442062383303954,0.1433547820475714,7,5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3119039535522461,0.175734140858714,0.28040374199901524,2.3414208472910634,0.10907568848249868,8,1.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.4218590259552002,0.16631921808678277,0.2813884785819793,2.066392395543704,0.10825362185245052,8,2.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2643330097198486,0.1965293011909735,0.30428360413589367,2.1791426205260165,0.11674006708113575,8,2,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3863270282745361,0.22668393922371038,0.38355489906450024,2.003245482387619,0.13742060422410027,8,3.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3712787628173828,0.21526435915133177,0.34416543574593794,2.1835716746253855,0.12508548511449866,8,3,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2637050151824951,0.2759515519568603,0.4278680452978828,2.1865429540362746,0.14991285015223854,8,4.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.4967081546783447,0.21194352416767737,0.3308714918759232,2.136943512422727,0.12056018534527474,8,4,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.4305710792541504,0.21771870595103943,0.33382570162481534,2.0841863029415513,0.12358678411123486,8,5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2360448837280273,0.18553998103842487,0.30280649926144754,2.0718023854571954,0.10298559693868364,9,1.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2729959487915039,0.2283576113171533,0.36287543082225504,2.0725883299572088,0.11781854832144606,9,2.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.558495283126831,0.1900839981329823,0.3481043820777942,2.22039619438984,0.11299677217693065,9,2,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.357090950012207,0.17794323991565827,0.3124076809453471,2.266992465797779,0.10562206250595202,9,3.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.3009951114654541,0.22064387818800874,0.37370753323485967,2.073638915204504,0.12033065993018605,9,3,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2708899974822998,0.21607038449986363,0.32151649433776464,2.069237390314464,0.10538637752319116,9,4.5,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2862379550933838,0.18151245384678596,0.3087149187592319,2.0882921026166152,0.10454956056409265,9,4,,,,,,,,,,,,
mushroom,fuzzy_cmeans,0.2170338630676269,0.18425742961338795,0.30576070901033975,2.121562210089,0.10418222872802513,9,5,,,,,,,,,,,,
mushroom,global_kmeans,200.0005249977112,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.0001,1,,,,,,,,,
mushroom,global_kmeans,200.23551106452945,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.0001,2,,,,,,,,,
mushroom,global_kmeans,200.29419803619385,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.0001,3,,,,,,,,,
mushroom,global_kmeans,200.71465706825256,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.0001,4,,,,,,,,,
mushroom,global_kmeans,199.46762800216675,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.0001,5,,,,,,,,,
mushroom,global_kmeans,192.25493788719177,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.001,1,,,,,,,,,
mushroom,global_kmeans,192.25722002983093,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.001,2,,,,,,,,,
mushroom,global_kmeans,192.15349006652832,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.001,3,,,,,,,,,
mushroom,global_kmeans,192.43035101890564,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.001,4,,,,,,,,,
mushroom,global_kmeans,192.6361289024353,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,0.001,5,,,,,,,,,
mushroom,global_kmeans,200.50739407539368,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,1e-05,1,,,,,,,,,
mushroom,global_kmeans,203.9064600467682,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,1e-05,2,,,,,,,,,
mushroom,global_kmeans,203.78199696540833,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,1e-05,3,,,,,,,,,
mushroom,global_kmeans,199.71348786354065,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,1e-05,4,,,,,,,,,
mushroom,global_kmeans,200.1596040725708,0.2640501261827539,0.4254062038404727,1.977055875612871,0.11945419222474167,10,,100,1e-05,5,,,,,,,,,
mushroom,global_kmeans,4.368465900421143,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.0001,1,,,,,,,,,
mushroom,global_kmeans,4.34699010848999,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.0001,2,,,,,,,,,
mushroom,global_kmeans,4.468998908996582,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.0001,3,,,,,,,,,
mushroom,global_kmeans,4.325460910797119,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.0001,4,,,,,,,,,
mushroom,global_kmeans,4.301703929901123,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.0001,5,,,,,,,,,
mushroom,global_kmeans,4.361033916473389,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.001,1,,,,,,,,,
mushroom,global_kmeans,4.324918746948242,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.001,2,,,,,,,,,
mushroom,global_kmeans,4.441705942153931,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.001,3,,,,,,,,,
mushroom,global_kmeans,4.349303960800171,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.001,4,,,,,,,,,
mushroom,global_kmeans,4.330770969390869,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,0.001,5,,,,,,,,,
mushroom,global_kmeans,4.3676817417144775,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,1e-05,1,,,,,,,,,
mushroom,global_kmeans,4.379280090332031,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,1e-05,2,,,,,,,,,
mushroom,global_kmeans,4.34205436706543,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,1e-05,3,,,,,,,,,
mushroom,global_kmeans,4.339500904083252,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,1e-05,4,,,,,,,,,
mushroom,global_kmeans,4.378671884536743,0.23574849836891557,0.38404726735598227,2.053770154125104,0.1006092342203019,11,,100,1e-05,5,,,,,,,,,
mushroom,global_kmeans,11.51508927345276,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.0001,1,,,,,,,,,
mushroom,global_kmeans,11.567522048950195,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.0001,2,,,,,,,,,
mushroom,global_kmeans,11.530784130096436,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.0001,3,,,,,,,,,
mushroom,global_kmeans,11.31547498703003,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.0001,4,,,,,,,,,
mushroom,global_kmeans,11.453421115875244,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.0001,5,,,,,,,,,
mushroom,global_kmeans,11.370695114135742,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.001,1,,,,,,,,,
mushroom,global_kmeans,11.37391471862793,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.001,2,,,,,,,,,
mushroom,global_kmeans,11.331201076507568,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.001,3,,,,,,,,,
mushroom,global_kmeans,11.42844581604004,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.001,4,,,,,,,,,
mushroom,global_kmeans,11.411165952682495,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,0.001,5,,,,,,,,,
mushroom,global_kmeans,11.4978129863739,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,1e-05,1,,,,,,,,,
mushroom,global_kmeans,11.501364946365356,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,1e-05,2,,,,,,,,,
mushroom,global_kmeans,11.53623104095459,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,1e-05,3,,,,,,,,,
mushroom,global_kmeans,11.43403434753418,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,1e-05,4,,,,,,,,,
mushroom,global_kmeans,11.589396953582764,0.24667299849584842,0.38404726735598227,2.005348305545714,0.09222513136861006,12,,100,1e-05,5,,,,,,,,,
mushroom,global_kmeans,23.712749004364017,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.0001,1,,,,,,,,,
mushroom,global_kmeans,23.53191590309143,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.0001,2,,,,,,,,,
mushroom,global_kmeans,23.58781623840332,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.0001,3,,,,,,,,,
mushroom,global_kmeans,23.66774320602417,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.0001,4,,,,,,,,,
mushroom,global_kmeans,23.81414794921875,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.0001,5,,,,,,,,,
mushroom,global_kmeans,23.105828046798703,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.001,1,,,,,,,,,
mushroom,global_kmeans,22.899101972579956,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.001,2,,,,,,,,,
mushroom,global_kmeans,22.86984801292419,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.001,3,,,,,,,,,
mushroom,global_kmeans,22.921887159347538,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.001,4,,,,,,,,,
mushroom,global_kmeans,22.842700004577637,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,0.001,5,,,,,,,,,
mushroom,global_kmeans,23.853253841400143,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,1e-05,1,,,,,,,,,
mushroom,global_kmeans,23.623944759368896,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,1e-05,2,,,,,,,,,
mushroom,global_kmeans,23.63749408721924,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,1e-05,3,,,,,,,,,
mushroom,global_kmeans,23.7114360332489,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,1e-05,4,,,,,,,,,
mushroom,global_kmeans,23.813814878463745,0.0031898333281740084,0.8761693746922699,2.3329094115925533,0.46255417661864473,2,,100,1e-05,5,,,,,,,,,
mushroom,global_kmeans,52.80268216133118,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.0001,1,,,,,,,,,
mushroom,global_kmeans,52.8221538066864,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.0001,2,,,,,,,,,
mushroom,global_kmeans,52.81825804710388,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.0001,3,,,,,,,,,
mushroom,global_kmeans,52.615633726119995,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.0001,4,,,,,,,,,
mushroom,global_kmeans,52.59183216094971,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.0001,5,,,,,,,,,
mushroom,global_kmeans,52.51963400840759,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.001,1,,,,,,,,,
mushroom,global_kmeans,52.645161151885986,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.001,2,,,,,,,,,
mushroom,global_kmeans,52.836869955062866,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.001,3,,,,,,,,,
mushroom,global_kmeans,52.699066162109375,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.001,4,,,,,,,,,
mushroom,global_kmeans,52.797163009643555,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,0.001,5,,,,,,,,,
mushroom,global_kmeans,52.62340188026428,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,1e-05,1,,,,,,,,,
mushroom,global_kmeans,52.5788631439209,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,1e-05,2,,,,,,,,,
mushroom,global_kmeans,52.579097270965576,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,1e-05,3,,,,,,,,,
mushroom,global_kmeans,52.49325394630432,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,1e-05,4,,,,,,,,,
mushroom,global_kmeans,52.54395604133606,0.17317144478910906,0.6637124569177745,2.1562269203254254,0.44744389321993855,3,,100,1e-05,5,,,,,,,,,
mushroom,global_kmeans,142.83860421180725,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.0001,1,,,,,,,,,
mushroom,global_kmeans,143.4823911190033,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.0001,2,,,,,,,,,
mushroom,global_kmeans,143.08199405670166,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.0001,3,,,,,,,,,
mushroom,global_kmeans,143.25263810157776,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.0001,4,,,,,,,,,
mushroom,global_kmeans,142.68483304977417,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.0001,5,,,,,,,,,
mushroom,global_kmeans,143.2956509590149,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.001,1,,,,,,,,,
mushroom,global_kmeans,143.2315318584442,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.001,2,,,,,,,,,
mushroom,global_kmeans,143.59824514389038,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.001,3,,,,,,,,,
mushroom,global_kmeans,142.96997499465942,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.001,4,,,,,,,,,
mushroom,global_kmeans,143.42115688323975,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,0.001,5,,,,,,,,,
mushroom,global_kmeans,142.99919319152832,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,1e-05,1,,,,,,,,,
mushroom,global_kmeans,143.61097502708435,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,1e-05,2,,,,,,,,,
mushroom,global_kmeans,143.62734484672546,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,1e-05,3,,,,,,,,,
mushroom,global_kmeans,142.46393013000488,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,1e-05,4,,,,,,,,,
mushroom,global_kmeans,142.9508900642395,0.33394073352401155,0.4569177744953225,2.0134767065278023,0.24905749879685385,5,,100,1e-05,5,,,,,,,,,
mushroom,gmeans,2.6964640617370605,0.22529653884385553,0.36336779911373707,1.610151266307048,0.0,20.0,,,,1,0,1,10,,,,,,
mushroom,gmeans,2.571614027023315,0.15164370732460916,0.24766125061546038,1.9756641943692848,0.0,20.0,,,,2,0,1,10,,,,,,
mushroom,gmeans,2.4670369625091553,0.07577985590814053,0.18463810930576072,2.1105882472627173,0.0,19.0,,,,3,0,1,10,,,,,,
mushroom,gmeans,1.7953221797943115,0.13284986305334304,0.275726243229936,2.1159843551411575,0.0,20.0,,,,4,0,1,10,,,,,,
mushroom,gmeans,2.3421828746795654,0.11912971612663233,0.2636632200886263,1.7529278070871797,0.0,19.0,,,,5,0,1,10,,,,,,
mushroom,gmeans,3.4443840980529785,0.12537018522086493,0.21467257508616444,1.4994108904060381,0.0,30.0,,,,1,0,1,15,,,,,,
mushroom,gmeans,2.8551199436187744,0.12201985952633347,0.24766125061546038,1.891905213189985,0.0,30.0,,,,2,0,1,15,,,,,,
mushroom,gmeans,3.20238995552063,0.06580018934590627,0.15928114229443624,1.8744198228370699,0.0,29.0,,,,3,0,1,15,,,,,,
mushroom,gmeans,2.486085891723633,0.10871593119540562,0.24347612013786313,1.8272786198799158,0.0,30.0,,,,4,0,1,15,,,,,,
mushroom,gmeans,2.759398937225342,0.08295724051966714,0.18193008370260955,1.6152277569038247,0.0,29.0,,,,5,0,1,15,,,,,,
mushroom,gmeans,1.7756123542785645,0.22247911666097345,0.4037419990152634,2.0018821437739427,0.0,10.0,,,,1,0,1,5,,,,,,
mushroom,gmeans,1.4178917407989502,0.256540615966986,0.34071885770556376,2.2323093224515986,0.0,10.0,,,,2,0,1,5,,,,,,
mushroom,gmeans,1.2069602012634275,0.1185211675866015,0.29320531757754803,2.016130504057604,0.0,10.0,,,,3,0,1,5,,,,,,
mushroom,gmeans,1.3592290878295898,0.20713387162578073,0.36976858690300346,2.068845287486259,0.011409054574522199,10.0,,,,4,0,1,5,,,,,,
mushroom,gmeans,1.4546351432800293,0.05738934142078167,0.30132939438700146,2.0372638614432517,0.0,10.0,,,,5,0,1,5,,,,,,
mushroom,gmeans,2.599601030349731,0.22529653884385553,0.36336779911373707,1.610151266307048,0.0,20.0,,,,1,0,10,10,,,,,,
mushroom,gmeans,2.3794798851013184,0.15164370732460916,0.24766125061546038,1.9756641943692848,0.0,20.0,,,,2,0,10,10,,,,,,
mushroom,gmeans,2.251365900039673,0.07577985590814053,0.18463810930576072,2.1105882472627173,0.0,19.0,,,,3,0,10,10,,,,,,
mushroom,gmeans,1.7358360290527344,0.13284986305334304,0.275726243229936,2.1159843551411575,0.0,20.0,,,,4,0,10,10,,,,,,
mushroom,gmeans,2.1352083683013916,0.11912971612663233,0.2636632200886263,1.7529278070871797,0.0,19.0,,,,5,0,10,10,,,,,,
mushroom,gmeans,3.504927158355713,0.12537018522086493,0.21467257508616444,1.4994108904060381,0.0,30.0,,,,1,0,10,15,,,,,,
mushroom,gmeans,2.8065216541290283,0.12201985952633347,0.24766125061546038,1.891905213189985,0.0,30.0,,,,2,0,10,15,,,,,,
mushroom,gmeans,3.0361530780792236,0.06580018934590627,0.15928114229443624,1.8744198228370699,0.0,29.0,,,,3,0,10,15,,,,,,
mushroom,gmeans,2.448287010192871,0.10871593119540562,0.24347612013786313,1.8272786198799158,0.0,30.0,,,,4,0,10,15,,,,,,
mushroom,gmeans,2.992725133895874,0.08295724051966714,0.18193008370260955,1.6152277569038247,0.0,29.0,,,,5,0,10,15,,,,,,
mushroom,gmeans,1.693068027496338,0.22247911666097345,0.4037419990152634,2.0018821437739427,0.0,10.0,,,,1,0,10,5,,,,,,
mushroom,gmeans,1.3579349517822266,0.256540615966986,0.34071885770556376,2.2323093224515986,0.0,10.0,,,,2,0,10,5,,,,,,
mushroom,gmeans,1.210224151611328,0.1185211675866015,0.29320531757754803,2.016130504057604,0.0,10.0,,,,3,0,10,5,,,,,,
mushroom,gmeans,1.331184148788452,0.20713387162578073,0.36976858690300346,2.068845287486259,0.011409054574522199,10.0,,,,4,0,10,5,,,,,,
mushroom,gmeans,1.4504199028015137,0.05738934142078167,0.30132939438700146,2.0372638614432517,0.0,10.0,,,,5,0,10,5,,,,,,
mushroom,gmeans,2.526745080947876,0.22529653884385553,0.36336779911373707,1.610151266307048,0.0,20.0,,,,1,0,5,10,,,,,,
mushroom,gmeans,2.5396368503570557,0.15164370732460916,0.24766125061546038,1.9756641943692848,0.0,20.0,,,,2,0,5,10,,,,,,
mushroom,gmeans,2.487971067428589,0.07577985590814053,0.18463810930576072,2.1105882472627173,0.0,19.0,,,,3,0,5,10,,,,,,
mushroom,gmeans,1.7459161281585691,0.13284986305334304,0.275726243229936,2.1159843551411575,0.0,20.0,,,,4,0,5,10,,,,,,
mushroom,gmeans,2.341150999069214,0.11912971612663233,0.2636632200886263,1.7529278070871797,0.0,19.0,,,,5,0,5,10,,,,,,
mushroom,gmeans,3.4982872009277344,0.12537018522086493,0.21467257508616444,1.4994108904060381,0.0,30.0,,,,1,0,5,15,,,,,,
mushroom,gmeans,2.8775429725646973,0.12201985952633347,0.24766125061546038,1.891905213189985,0.0,30.0,,,,2,0,5,15,,,,,,
mushroom,gmeans,3.2334530353546143,0.06580018934590627,0.15928114229443624,1.8744198228370699,0.0,29.0,,,,3,0,5,15,,,,,,
mushroom,gmeans,2.3771238327026367,0.10871593119540562,0.24347612013786313,1.8272786198799158,0.0,30.0,,,,4,0,5,15,,,,,,
mushroom,gmeans,2.943514108657837,0.08295724051966714,0.18193008370260955,1.6152277569038247,0.0,29.0,,,,5,0,5,15,,,,,,
mushroom,gmeans,1.7806658744812012,0.22247911666097345,0.4037419990152634,2.0018821437739427,0.0,10.0,,,,1,0,5,5,,,,,,
mushroom,gmeans,1.3855671882629397,0.256540615966986,0.34071885770556376,2.2323093224515986,0.0,10.0,,,,2,0,5,5,,,,,,
mushroom,gmeans,1.1795620918273926,0.1185211675866015,0.29320531757754803,2.016130504057604,0.0,10.0,,,,3,0,5,5,,,,,,
mushroom,gmeans,1.282547950744629,0.20713387162578073,0.36976858690300346,2.068845287486259,0.011409054574522199,10.0,,,,4,0,5,5,,,,,,
mushroom,gmeans,1.4199550151824951,0.05738934142078167,0.30132939438700146,2.0372638614432517,0.0,10.0,,,,5,0,5,5,,,,,,
mushroom,gmeans,2.5792150497436523,0.22529653884385553,0.36336779911373707,1.610151266307048,0.0,20.0,,,,1,1,1,10,,,,,,
mushroom,gmeans,2.4611001014709473,0.15164370732460916,0.24766125061546038,1.9756641943692848,0.0,20.0,,,,2,1,1,10,,,,,,
mushroom,gmeans,2.4581539630889893,0.07577985590814053,0.18463810930576072,2.1105882472627173,0.0,19.0,,,,3,1,1,10,,,,,,
mushroom,gmeans,1.7267677783966064,0.13284986305334304,0.275726243229936,2.1159843551411575,0.0,20.0,,,,4,1,1,10,,,,,,
mushroom,gmeans,2.380147933959961,0.11912971612663233,0.2636632200886263,1.7529278070871797,0.0,19.0,,,,5,1,1,10,,,,,,
mushroom,gmeans,3.458928108215332,0.12537018522086493,0.21467257508616444,1.4994108904060381,0.0,30.0,,,,1,1,1,15,,,,,,
mushroom,gmeans,2.860011100769043,0.12201985952633347,0.24766125061546038,1.891905213189985,0.0,30.0,,,,2,1,1,15,,,,,,
mushroom,gmeans,2.794447898864746,0.06580018934590627,0.15928114229443624,1.8744198228370699,0.0,29.0,,,,3,1,1,15,,,,,,
mushroom,gmeans,2.2598989009857178,0.10871593119540562,0.24347612013786313,1.8272786198799158,0.0,30.0,,,,4,1,1,15,,,,,,
mushroom,gmeans,2.91480016708374,0.08295724051966714,0.18193008370260955,1.6152277569038247,0.0,29.0,,,,5,1,1,15,,,,,,
mushroom,gmeans,1.7218260765075684,0.22247911666097345,0.4037419990152634,2.0018821437739427,0.0,10.0,,,,1,1,1,5,,,,,,
mushroom,gmeans,1.3907420635223389,0.256540615966986,0.34071885770556376,2.2323093224515986,0.0,10.0,,,,2,1,1,5,,,,,,
mushroom,gmeans,1.2285640239715576,0.1185211675866015,0.29320531757754803,2.016130504057604,0.0,10.0,,,,3,1,1,5,,,,,,
